### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
unrulyxbrownnoser;§h+1§!                 Unruly, brownnoser;§h+1§!                 Insoumis, lèche-cul;§h+1§!                 Widerborstig, stiefellecker;;§h+1§!                 Desobediente, obsequioso;;;;;;;;;
unrulyxspoiled;§h+2§!                 Unruly, spoiled;§h+2§!                 Insoumis, gâté;§h+2§!                 Widerborstig, verwöhnt;;§h+2§!                 Desobediente, malcriado;;;;;;;;;
unrulyxschool_of_defense;     §G+3§!            Unruly, school of defense;     §G+3§!            Insoumis, école de défense;     §G+3§!            Widerborstig, schule der verteidigung;;     §G+3§!            Desobediente, escuela de la defensa;;;;;;;;;
unrulyxschool_of_offense;§h+1§!      §h+10%§!§h?§! Unruly, school of offense;§h+1§!      §h+10%§!§h?§! Insoumis, école d'attaque;§h+1§!      §h+10%§!§h?§! Widerborstig, schule der offensive;;§h+1§!      §h+10%§!§h?§! Desobediente, escuela del ataque;;;;;;;;;
unrulyxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!   Unruly, school of the bayonet;§h+2§! §h+1§! §h+10%§!   Insoumis, école de la baïonnette;§h+2§! §h+1§! §h+10%§!   Widerborstig, schule des bajonetts;;§h+2§! §h+1§! §h+10%§!   Desobediente, escuela de la bayoneta;;;;;;;;;
unrulyxschool_of_firepower;§h+1§!              §G!!!§! Unruly, school of firepower;§h+1§!              §G!!!§! Insoumis, école de la puissance de feu;§h+1§!              §G!!!§! Widerborstig, schule der feuerkraft;;§h+1§!              §G!!!§! Desobediente, escuela de la potencia de fuego;;;;;;;;;
unrulyxartillerist;     §h+1§!         §h?§! Unruly, artillerist;     §h+1§!         §h?§! Insoumis, artilleur;     §h+1§!         §h?§! Widerborstig, artillerist;;     §h+1§!         §h?§! Desobediente, artillero;;;;;;;;;
unrulyxuncommonly_young;§h+1§! §h+1§!            Unruly, uncommonly young;§h+1§! §h+1§!            Insoumis, singulièrement jeune;§h+1§! §h+1§!            Widerborstig, ungewöhnlich jung;;§h+1§! §h+1§!            Desobediente, extraordinariamente joven;;;;;;;;;
unrulyxsucker;§u–1§!                 Unruly, sucker;§u–1§!                 Insoumis, gogo;§u–1§!                 Widerborstig, trottel;;§u–1§!                 Desobediente, chupóptero;;;;;;;;;
unrulyxsad_sack;§u–2§!                 Unruly, sad sack;§u–2§!                 Insoumis, raté;§u–2§!                 Widerborstig, trauriger sack;;§u–2§!                 Desobediente, negado;;;;;;;;;
unrulyxunfit;§u–2§!              §R¡¡¡§! Unruly, unfit;§u–2§!              §R¡¡¡§! Insoumis, inapte;§u–2§!              §R¡¡¡§! Widerborstig, ungeeignet;;§u–2§!              §R¡¡¡§! Desobediente, inútil;;;;;;;;;
unrulyxunqualified;          §u–10%§!   Unruly, unqualified;          §u–10%§!   Insoumis, non qualifié;          §u–10%§!   Widerborstig, unqualifiziert;;          §u–10%§!   Desobediente, inepto;;;;;;;;;
unrulyxpawn;                     Unruly, pawn;                     Insoumis, pion;                     Widerborstig, pfand;;                     Desobediente, títere;;;;;;;;;
unrulyxelderly;                     Unruly, elderly;                     Insoumis, âgé;                     Widerborstig, älter;;                     Desobediente, anciano;;;;;;;;;
unrulyxincompetent;                     Unruly, incompetent;                     Insoumis, incompétent;                     Widerborstig, inkompetent;;                     Desobediente, incompetente;;;;;;;;;
disorderlyxwar_college;§h+1§!                 Disorderly, war college;§h+1§!                 Désordonné, école militaire;§h+1§!                 Unordentlich, militärakademie;;§h+1§!                 Desordenado, academia militar;;;;;;;;;
disorderlyxcavalry_school;§h+2§!                 Disorderly, cavalry school;§h+2§!                 Désordonné, école de cavalerie;§h+2§!                 Unordentlich, kavallerieschule;;§h+2§!                 Desordenado, escuela de caballería;;;;;;;;;
disorderlyxengineer;          §h  +5%§!   Disorderly, engineer;          §h  +5%§!   Désordonné, sapeur;          §h  +5%§!   Unordentlich, pionier;;          §h  +5%§!   Desordenado, ingenieros;;;;;;;;;
disorderlyxarmchair_general;          §h+10%§!   Disorderly, armchair general;          §h+10%§!   Désordonné, général de façade;          §h+10%§!   Unordentlich, sesselgeneral;;          §h+10%§!   Desordenado, general apoltronado;;;;;;;;;
disorderlyxbureaucrat_speed;          §h+15%§!   Disorderly, bureaucrat speed;          §h+15%§!   Désordonné, vitesse de bureaucrate;          §h+15%§!   Unordentlich, bürokratische geschwindigkeit;;          §h+15%§!   Desordenado, chupatintas;;;;;;;;;
disorderlyxgenerals_aide;     §h+1§!            Disorderly, general's aide;     §h+1§!            Désordonné, aide de camp;     §h+1§!            Unordentlich, generalsadjutant;;     §h+1§!            Desordenado, ayudante de campo;;;;;;;;;
disorderlyxamateur;     §u–1§! §u–25%§!   Disorderly, amateur;     §u–1§! §u–25%§!   Désordonné, amateur;     §u–1§! §u–25%§!   Unordentlich, amateur;;     §u–1§! §u–25%§!   Desordenado, aficionado;;;;;;;;;
disorderlyxmadman;                  §u¿§! Disorderly, madman;                  §u¿§! Désordonné, fou;                  §u¿§! Unordentlich, irrer;;                  §u¿§! Desordenado, loco;;;;;;;;;
disorderlyxaristocrat;                  §h?§! Disorderly, aristocrat;                  §h?§! Désordonné, aristocrate;                  §h?§! Unordentlich, aristokrat;;                  §h?§! Desordenado, aristócrata;;;;;;;;;
disorderlyxdrillmaster;                  §G!!!§! Disorderly, drillmaster;                  §G!!!§! Désordonné, sergent instructeur;                  §G!!!§! Unordentlich, zuchtmeister;;                  §G!!!§! Desordenado, instructor;;;;;;;;;
disorderlyxbutcher;                     Disorderly, butcher;                     Désordonné, boucher;                     Unordentlich, schlächter;;                     Desordenado, carnicero;;;;;;;;;
disorderlyxexranker;                  §u¿§! Disorderly, exranker;                  §u¿§! Désordonné, ancien militaire;                  §u¿§! Unordentlich, ex-gefreiter;;                  §u¿§! Desordenado, ascendido desde la tropa;;;;;;;;;
disorderlyxadventurer;§h+1§!                 Disorderly, adventurer;§h+1§!                 Désordonné, aventurier;§h+1§!                 Unordentlich, abenteurer;;§h+1§!                 Desordenado, aventurero;;;;;;;;;
disorderlyxdebutante;                     Disorderly, debutante;                     Désordonné, débutant;                     Unordentlich, debütant;;                     Desordenado, debutante;;;;;;;;;
disorderlyxcolonial_b;     §u–2§! §h+20%§!   Disorderly, colonial;     §u–2§! §h+20%§!   Désordonné, colonial;     §u–2§! §h+20%§!   Unordentlich, kolonial;;     §u–2§! §h+20%§!   Desordenado, colonial;;;;;;;;;
disorderlyxdisgraced;                     Disorderly, disgraced;                     Désordonné, déshonoré;                     Unordentlich, in ungnade gefallener;;                     Desordenado, deshonrado;;;;;;;;;
disorderlyxpriest;                     Disorderly, priest;                     Désordonné, prêtre;                     Unordentlich, priester;;                     Desordenado, sacerdote;;;;;;;;;
